dataset,variable,type,is_labelled,n_labels,variable_label,n_missing,pct_missing,n_unique
hh,HH33X$35,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$36,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$37,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$38,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$39,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$40,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$41,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$42,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$43,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$44,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$45,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$46,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$47,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$48,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$49,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33X$50,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les filles de 15 à 17 ans,11000,100,1
hh,HH33,haven_labelled,TRUE,3,Consentement des femmes âgées de 15-17,10262,93.29,4
hh,HH39X$01,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$02,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10996,99.96,2
hh,HH39X$03,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10937,99.43,3
hh,HH39X$04,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10941,99.46,3
hh,HH39X$05,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10964,99.67,3
hh,HH39X$06,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10990,99.91,3
hh,HH39X$07,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10999,99.99,2
hh,HH39X$08,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10998,99.98,2
hh,HH39X$09,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$10,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$11,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,10999,99.99,2
hh,HH39X$12,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$13,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$14,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$15,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$16,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$17,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$18,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$19,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$20,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$21,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$22,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$23,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$24,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$25,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$26,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$27,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$28,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$29,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$30,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$31,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$32,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$33,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$34,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$35,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$36,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$37,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$38,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$39,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$40,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$41,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$42,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$43,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$44,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$45,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$46,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$47,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$48,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$49,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39X$50,haven_labelled,TRUE,2,Liste pour vérifier le consentement pour les entretiens avec les garçons de 15 à 17 ans,11000,100,1
hh,HH39,haven_labelled,TRUE,3,Consentement des hommes âgés de 15-17,10838,98.53,4
hh,HH44,haven_labelled,TRUE,2,Consentement pour les tests de qualité de l'eau,9392,85.38,3
hh,HH44A,haven_labelled,TRUE,2,Consentement pour MICS-PLUS,2063,18.75,3
hh,HH44B,haven_labelled,TRUE,2,Participer à MICS-PLUS,3592,32.65,3
hh,HH44C,haven_labelled,TRUE,2,Avez-vous un numéro de téléphone,5805,52.77,3
hh,HH44D,haven_labelled,TRUE,2,"Oui, pour avoir un appel de MICS6-PLUS",6257,56.88,2
hh,HH44F_P1,haven_labelled,TRUE,2,Valider le premier numéro de téléphone,6257,56.88,2
hh,HH44F_P2,haven_labelled,TRUE,2,Valider le deuxième numéro de téléphone,10766,97.87,2
hh,HH44F_P3,haven_labelled,TRUE,2,Valider le troisième numéro de téléphone,10948,99.53,2
hh,HH44I_P1,haven_labelled,TRUE,2,Numéro de téléphone privé - Premier,6257,56.88,3
hh,HH44I_P2,haven_labelled,TRUE,2,Numéro de téléphone privé - Deuxième,10766,97.87,3
hh,HH44I_P3,haven_labelled,TRUE,2,Numéro de téléphone privé - Troisième,11000,100,1
hh,HH47,numeric,FALSE,0,Numéro de ligne du répondant au Questionnaire Ménage,2063,18.75,12
hh,HH48,numeric,FALSE,0,Nombre total de membres du ménage,2063,18.75,14
hh,HH49,numeric,FALSE,0,Nombre total de femmes éligibles,2063,18.75,9
hh,HH50,numeric,FALSE,0,Nombre d'hommes de 15 à 49 ans [Si le ménage est sélectionné pour le questionnaire pour les hommes],2063,18.75,8
hh,HH50A,numeric,FALSE,0,Nombre d'hommes de 15 à 49 ans dans les ménages interrogés,2063,18.75,8
hh,HH51,numeric,FALSE,0,Nombre d'enfants de moins de 5 ans,2063,18.75,5
hh,HH52,numeric,FALSE,0,Nombre d'enfants de 5 à 17 ans,2063,18.75,9
hh,hh52a,numeric,FALSE,0,Nombre de ménage avec un enfant de 5-17 ans éligible,2063,18.75,3
hh,HH53,numeric,FALSE,0,Nombre total de questionnaires femmes remplis,2063,18.75,8
hh,HH54,numeric,FALSE,0,Nombre de questionnaires homme complétés [Si le ménage est sélectionné pour le Questionnaire Homme],2063,18.75,7
hh,HH55,numeric,FALSE,0,Nombre de questionnaires moins de 5 ans remplis,2063,18.75,5
hh,HH56,numeric,FALSE,0,Nombre de questionnaires FC remplis (5-17 ans),2063,18.75,3
hh,INTROHL,haven_labelled,TRUE,1,Introduction à la liste des ménages (HH),0,0,2
hh,HHAUX,haven_labelled,TRUE,2,Autres membres du ménage,2063,18.75,2
hh,HHWQ,haven_labelled,TRUE,1,Invite pour la qualité de l'eau,0,0,2
hh,HHFIN,haven_labelled,TRUE,3,Terminer,2063,18.75,2
hh,HC3,haven_labelled,TRUE,2,Combien de chambres les membres de ce ménage utilisent-ils habituellement pour dormir,2063,18.75,17
hh,HC4,haven_labelled,TRUE,10,Matériau principal du sol du logement,2063,18.75,10
hh,HC5,haven_labelled,TRUE,15,Matériau principal du toit,2063,18.75,16
hh,HC6,haven_labelled,TRUE,16,Matériau principal des murs extérieurs,2063,18.75,15
hh,HC7A,haven_labelled,TRUE,3,Est-ce qu'il y a dans ce ménage : Une ligne de téléphone fixe,2063,18.75,4
hh,HC7B,haven_labelled,TRUE,3,Est-ce qu'il y a dans ce ménage : Radio,2063,18.75,4
hh,HC8,haven_labelled,TRUE,4,Avez-vous l’électricité dans votre ménage,2063,18.75,5
hh,HC9A,haven_labelled,TRUE,3,Est-ce qu’il y a dans ce ménage: télévision,2096,19.05,4
hh,HC9B,haven_labelled,TRUE,3,Est-ce qu’il y a dans ce ménage: réfrigérateur,2096,19.05,4
hh,HC9C,haven_labelled,TRUE,3,Est-ce qu’il y a dans ce ménage: lave-linge,2096,19.05,4
hh,HC9D,haven_labelled,TRUE,3,Est-ce qu’il y a dans ce ménage: cuisinière avec four,2096,19.05,4
hh,HC9E,haven_labelled,TRUE,3,Est-ce qu’il y a dans ce ménage: four électrique,2096,19.05,4
hh,HC9F,haven_labelled,TRUE,3,Est-ce qu’il y a dans ce ménage: lave-vaisselle,2096,19.05,4
hh,HC10B,haven_labelled,TRUE,3,Est-ce qu’un membre de votre ménage possède : Bicyclette,2063,18.75,4
hh,HC10C,haven_labelled,TRUE,3,Est-ce qu’un membre de votre ménage possède : Une mobylette ou un scooter,2063,18.75,4
hh,HC10D,haven_labelled,TRUE,3,Est-ce qu’un membre de votre ménage possède : Une charrette tirée par un animal,2063,18.75,4
hh,HC10E,haven_labelled,TRUE,3,"Est-ce qu’un membre de votre ménage possède : Une voiture, un camion ou une camionnette",2063,18.75,4
hh,HC10F,haven_labelled,TRUE,3,Est-ce qu’un membre de votre ménage possède : Un bateau à moteur,2063,18.75,4
hh,HC11,haven_labelled,TRUE,3,Est-ce qu’un membre de ce ménage a un ordinateur,2063,18.75,4
hh,HC12,haven_labelled,TRUE,3,Est-ce qu’un membre de ce ménage a un téléphone mobile,2063,18.75,4
hh,HC13,haven_labelled,TRUE,3,Avez-vous accès à Internet à la maison,2063,18.75,4
hh,HC14,haven_labelled,TRUE,6,Est-ce que vous ou quelqu’un d’autre vivant dans ce ménage est propriétaire de ce logement,2063,18.75,7
hh,HC15,haven_labelled,TRUE,3,Est-ce qu’un membre de ce ménage a de la terre qui peut être utilisée pour l’agriculture,2063,18.75,4
hh,HC16,haven_labelled,TRUE,3,Combien de champs possède le ménage,9027,82.06,35
hh,HC17,haven_labelled,TRUE,3,"Est-ce que ce ménage possède du bétail, des troupeaux, d’autres animaux de ferme ou de la volaille",2063,18.75,4
hh,HC18A,haven_labelled,TRUE,3,Vaches laitières ou taureaux,9490,86.27,18
hh,HC18B,haven_labelled,TRUE,3,Autre bétail,9490,86.27,31
hh,HC18C,haven_labelled,TRUE,3,"Chevaux, ânes ou mules",9490,86.27,12
hh,HC18D,haven_labelled,TRUE,3,Chèvres,9490,86.27,22
hh,HC18E,haven_labelled,TRUE,3,Moutons,9490,86.27,37
hh,HC18F,haven_labelled,TRUE,3,Poules ou volaille,9490,86.27,31
hh,HC18X,haven_labelled,TRUE,3,Autre,9490,86.27,17
hh,HC19,haven_labelled,TRUE,3,Est-ce qu’un membre de ce ménage a un compte en banque,2063,18.75,4
hh,ST2$1,haven_labelled,TRUE,3,Connaissez-vous (Nom du programme),2063,18.75,4
hh,ST2$2,haven_labelled,TRUE,3,Connaissez-vous (Nom du programme),2063,18.75,4
hh,ST2$3,haven_labelled,TRUE,3,Connaissez-vous (Nom du programme),2740,24.91,4
hh,ST2$4,haven_labelled,TRUE,3,Connaissez-vous (Nom du programme),2063,18.75,4
hh,ST2$5,haven_labelled,TRUE,3,Connaissez-vous (Nom du programme),2063,18.75,4
hh,ST2$6,haven_labelled,TRUE,3,Connaissez-vous (Nom du programme),2063,18.75,4
hh,ST3$1,haven_labelled,TRUE,4,Est-ce votre ménage ou n’importe quel membre de votre ménage a reçu un support à travers (nom du programme) ?,3313,30.12,5
hh,ST3$2,haven_labelled,TRUE,4,Est-ce votre ménage ou n’importe quel membre de votre ménage a reçu un support à travers (nom du programme) ?,4273,38.85,5
hh,ST3$3,haven_labelled,TRUE,4,Est-ce votre ménage ou n’importe quel membre de votre ménage a reçu un support à travers (nom du programme) ?,4409,40.08,5
hh,ST3$4,haven_labelled,TRUE,4,Est-ce votre ménage ou n’importe quel membre de votre ménage a reçu un support à travers (nom du programme) ?,6607,60.06,5
hh,ST3$5,haven_labelled,TRUE,4,Est-ce votre ménage ou n’importe quel membre de votre ménage a reçu un support à travers (nom du programme) ?,7792,70.84,5
hh,ST3$6,haven_labelled,TRUE,4,Est-ce votre ménage ou n’importe quel membre de votre ménage a reçu un support à travers (nom du programme) ?,8676,78.87,5
hh,ST3A$1,haven_labelled,TRUE,2,Enfant âgé de plus de 18 ans,10179,92.54,3
hh,ST3A$2,haven_labelled,TRUE,2,Enfant âgé de plus de 18 ans,10845,98.59,3
hh,ST3A$3,haven_labelled,TRUE,2,Enfant âgé de plus de 18 ans,9835,89.41,3
hh,ST3A$4,haven_labelled,TRUE,2,Enfant âgé de plus de 18 ans,11000,100,1
hh,ST3A$5,haven_labelled,TRUE,2,Enfant âgé de plus de 18 ans,11000,100,1
hh,ST3A$6,haven_labelled,TRUE,2,Enfant âgé de plus de 18 ans,11000,100,1
hh,ST3B$1,haven_labelled,TRUE,3,Le ménage reçoit une allocation mensuelle pour enfants de 30 dinars,10712,97.38,4
hh,ST3B$2,haven_labelled,TRUE,3,Le ménage reçoit une allocation mensuelle pour enfants de 30 dinars,10938,99.44,4
hh,ST3B$3,haven_labelled,TRUE,3,Le ménage reçoit une allocation mensuelle pour enfants de 30 dinars,10261,93.28,4
hh,ST3B$4,haven_labelled,TRUE,3,Le ménage reçoit une allocation mensuelle pour enfants de 30 dinars,11000,100,1
hh,ST3B$5,haven_labelled,TRUE,3,Le ménage reçoit une allocation mensuelle pour enfants de 30 dinars,11000,100,1
hh,ST3B$6,haven_labelled,TRUE,3,Le ménage reçoit une allocation mensuelle pour enfants de 30 dinars,11000,100,1
hh,ST3B1A$1,numeric,FALSE,0,Nombre d'enfants de 0 à 5 ans,10922,99.29,5
hh,ST3B1A$2,numeric,FALSE,0,Nombre d'enfants de 0 à 5 ans,10990,99.91,2
hh,ST3B1A$3,numeric,FALSE,0,Nombre d'enfants de 0 à 5 ans,10758,97.8,5
hh,ST3B1A$4,numeric,FALSE,0,Nombre d'enfants de 0 à 5 ans,11000,100,1
hh,ST3B1A$5,numeric,FALSE,0,Nombre d'enfants de 0 à 5 ans,11000,100,1
hh,ST3B1A$6,numeric,FALSE,0,Nombre d'enfants de 0 à 5 ans,11000,100,1
hh,ST3B1B$1,numeric,FALSE,0,Nombre d'enfants entre 6 et 18 ans,10922,99.29,7
hh,ST3B1B$2,numeric,FALSE,0,Nombre d'enfants entre 6 et 18 ans,10990,99.91,4
hh,ST3B1B$3,numeric,FALSE,0,Nombre d'enfants entre 6 et 18 ans,10758,97.8,5
hh,ST3B1B$4,numeric,FALSE,0,Nombre d'enfants entre 6 et 18 ans,11000,100,1
hh,ST3B1B$5,numeric,FALSE,0,Nombre d'enfants entre 6 et 18 ans,11000,100,1
hh,ST3B1B$6,numeric,FALSE,0,Nombre d'enfants entre 6 et 18 ans,11000,100,1
hh,ST3B2$1,haven_labelled,TRUE,3,Reçoit la gratification de 30 dinars chaque mois,10922,99.29,4
hh,ST3B2$2,haven_labelled,TRUE,3,Reçoit la gratification de 30 dinars chaque mois,10990,99.91,4
hh,ST3B2$3,haven_labelled,TRUE,3,Reçoit la gratification de 30 dinars chaque mois,10758,97.8,4
hh,ST3B2$4,haven_labelled,TRUE,3,Reçoit la gratification de 30 dinars chaque mois,11000,100,1
hh,ST3B2$5,haven_labelled,TRUE,3,Reçoit la gratification de 30 dinars chaque mois,11000,100,1
hh,ST3B2$6,haven_labelled,TRUE,3,Reçoit la gratification de 30 dinars chaque mois,11000,100,1
hh,ST3C$1,haven_labelled,TRUE,2,"Enfants de moins de 18 ans, fréquentation scolaire",10712,97.38,3
hh,ST3C$2,haven_labelled,TRUE,2,"Enfants de moins de 18 ans, fréquentation scolaire",10938,99.44,3
hh,ST3C$3,haven_labelled,TRUE,2,"Enfants de moins de 18 ans, fréquentation scolaire",10261,93.28,3
hh,ST3C$4,haven_labelled,TRUE,2,"Enfants de moins de 18 ans, fréquentation scolaire",11000,100,1
hh,ST3C$5,haven_labelled,TRUE,2,"Enfants de moins de 18 ans, fréquentation scolaire",11000,100,1
hh,ST3C$6,haven_labelled,TRUE,2,"Enfants de moins de 18 ans, fréquentation scolaire",11000,100,1
hh,ST3D$1,haven_labelled,TRUE,3,Les enfants qui étudient au sein de la famille bénéficient de la bourse de rentrée scolaire 2022/2023,10759,97.81,4
hh,ST3D$2,haven_labelled,TRUE,3,Les enfants qui étudient au sein de la famille bénéficient de la bourse de rentrée scolaire 2022/2023,10950,99.55,4
hh,ST3D$3,haven_labelled,TRUE,3,Les enfants qui étudient au sein de la famille bénéficient de la bourse de rentrée scolaire 2022/2023,10409,94.63,4
hh,ST3D$4,haven_labelled,TRUE,3,Les enfants qui étudient au sein de la famille bénéficient de la bourse de rentrée scolaire 2022/2023,11000,100,1
hh,ST3D$5,haven_labelled,TRUE,3,Les enfants qui étudient au sein de la famille bénéficient de la bourse de rentrée scolaire 2022/2023,11000,100,1
hh,ST3D$6,haven_labelled,TRUE,3,Les enfants qui étudient au sein de la famille bénéficient de la bourse de rentrée scolaire 2022/2023,11000,100,1
hh,ST3D1$1,numeric,FALSE,0,Nombre d'enfants bénéficiant de la bourse de rentrée scolaire 2022/2023,10920,99.27,7
hh,ST3D1$2,numeric,FALSE,0,Nombre d'enfants bénéficiant de la bourse de rentrée scolaire 2022/2023,10992,99.93,4
hh,ST3D1$3,numeric,FALSE,0,Nombre d'enfants bénéficiant de la bourse de rentrée scolaire 2022/2023,10826,98.42,7
hh,ST3D1$4,numeric,FALSE,0,Nombre d'enfants bénéficiant de la bourse de rentrée scolaire 2022/2023,11000,100,1
hh,ST3D1$5,numeric,FALSE,0,Nombre d'enfants bénéficiant de la bourse de rentrée scolaire 2022/2023,11000,100,1
hh,ST3D1$6,numeric,FALSE,0,Nombre d'enfants bénéficiant de la bourse de rentrée scolaire 2022/2023,11000,100,1
hh,ST4U$1,haven_labelled,TRUE,3,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (unité),10179,92.54,4
hh,ST4U$2,haven_labelled,TRUE,3,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (unité),10845,98.59,4
hh,ST4U$3,haven_labelled,TRUE,3,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (unité),9835,89.41,4
hh,ST4U$4,haven_labelled,TRUE,3,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (unité),10906,99.15,4
hh,ST4U$5,haven_labelled,TRUE,3,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (unité),10984,99.85,3
hh,ST4U$6,haven_labelled,TRUE,3,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (unité),10993,99.94,3
hh,ST4N$1,haven_labelled,TRUE,2,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (nombre),10179,92.54,18
hh,ST4N$2,haven_labelled,TRUE,2,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (nombre),10845,98.59,18
hh,ST4N$3,haven_labelled,TRUE,2,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (nombre),9835,89.41,18
hh,ST4N$4,haven_labelled,TRUE,2,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (nombre),10906,99.15,15
hh,ST4N$5,haven_labelled,TRUE,2,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (nombre),10984,99.85,8
hh,ST4N$6,haven_labelled,TRUE,2,Il y a combien de temps que votre ménage ou quelqu’un de votre ménage avez/a reçu le support de (nom du programme) ? (nombre),10993,99.94,8
hh,EU1,haven_labelled,TRUE,10,Quel type de cuisinière utilisez-vous principalement pour faire la cuisine,2063,18.75,11
hh,EU2,haven_labelled,TRUE,4,Est-ce qu’il y a une cheminée,10971,99.74,4
hh,EU3,haven_labelled,TRUE,4,Est-ce qu’il y a un ventilateur,10971,99.74,4
hh,EU4,haven_labelled,TRUE,12,Quel type de combustible ou de source d’énergie est utilisée pour cette cuisinière,10947,99.52,7
hh,EU5,haven_labelled,TRUE,7,Où est-ce que la cuisine est habituellement faite,2093,19.03,8
hh,EU6,haven_labelled,TRUE,9,Type de chauffage dans le ménage,2063,18.75,10
hh,EU7,haven_labelled,TRUE,4,Le chauffage d'appoint a une cheminée,4533,41.21,5
hh,EU8,haven_labelled,TRUE,17,Type de source d'énergie pour le chauffage,4150,37.73,18
hh,EU9,haven_labelled,TRUE,15,Qu’est-ce que votre ménage utilise principalement pour éclairer le logement,2063,18.75,14
hh,WS1,haven_labelled,TRUE,17,Quelle est la source principale d’eau de boisson utilisée par les membres de votre ménage,2063,18.75,18
hh,WS2,haven_labelled,TRUE,16,Quelle est la source principale d’eau utilisée par les membres de ce ménage pour d’autres besoins comme cuisiner ou se laver les mains,9002,81.84,15
hh,WS3,haven_labelled,TRUE,4,Où se trouve la source d’approvisionnement en eau,9318,84.71,5
hh,WS4,haven_labelled,TRUE,3,"Combien de temps faut-il aller à la source de l’eau, prendre de l’eau et revenir",9169,83.35,39
hh,WS5,haven_labelled,TRUE,1,Qui va habituellement à la source pour collecter de l’eau pour votre ménage,10156,92.33,9
hh,WS6,haven_labelled,TRUE,2,"Depuis (jour de la semaine) dernier, combien de fois cette personne est-elle allée collecter de l’eau",10156,92.33,21
hh,WS7,haven_labelled,TRUE,4,"Durant le mois dernier, y a-t-il eu des moments où votre ménage n’a pas eu la quantité nécessaire d’eau à boire",2063,18.75,5
hh,WS8,haven_labelled,TRUE,6,"Pour quelle raison principale, n’avez-vous pas pu accéder à de l’eau en quantité suffisante quand vous en avez eu besoin",8148,74.07,7
hh,WS9,haven_labelled,TRUE,4,"Faites-vous, ou n’importe quel autre membre de ce ménage fait-il quelque chose à l’eau pour la rendre plus saine à boire",2063,18.75,5
hh,WS10A,haven_labelled,TRUE,2,Traitement de l'eau: BOUILLIR,0,0,2
hh,WS10B,haven_labelled,TRUE,2,Traitement de l'eau: AJOUTER DE LA JAVEL / CHLORE,0,0,2
hh,WS10C,haven_labelled,TRUE,2,Traitement de l'eau: FILTRER A TRAVERS UN TISSU,0,0,2
hh,WS10D,haven_labelled,TRUE,2,"Traitement de l'eau: UTILISER UN FILTRE A EAU (CERAMIQUE, SABLE, COMPOSITE, ETC.)",0,0,2
hh,WS10E,haven_labelled,TRUE,2,Traitement de l'eau: DESINFECTION SOLAIRE,0,0,2
hh,WS10F,haven_labelled,TRUE,2,Traitement de l'eau: LA LAISSER REPOSER ET DECANTER,0,0,2
hh,WS10G,haven_labelled,TRUE,2,Traitement de l'eau: AJOUTER DE LA CHAUX,0,0,2
hh,WS10X,haven_labelled,TRUE,2,Traitement de l'eau: AUTRE,0,0,2
hh,WS10Z,haven_labelled,TRUE,2,Traitement de l'eau: NSP,0,0,2
hh,WS10NR,haven_labelled,TRUE,1,Traitement de l'eau: NON REPONSE,0,0,1
