dataset,variable,value,label
ch,IMP21D,6,SIX
ch,IMP21D,7,SEPT
ch,IMP21D,8,NSP
ch,IMP21D,9,NON REPONSE
ch,IMP22,1,OUI
ch,IMP22,2,NON
ch,IMP22,8,NSP
ch,IMP22,9,NON REPONSE
ch,IMP23,1,UNE
ch,IMP23,2,DEUX
ch,IMP23,3,TROIS
ch,IMP23,4,QUATRE
ch,IMP23,5,CINQ
ch,IMP23,6,SIX
ch,IMP23,7,SEPT
ch,IMP23,8,NSP
ch,IMP23,9,NON REPONSE
ch,IMP24,1,OUI
ch,IMP24,2,NON
ch,IMP24,8,NSP
ch,IMP24,9,NON REPONSE
ch,IMP25,1,UNE
ch,IMP25,2,DEUX
ch,IMP25,3,TROIS
ch,IMP25,4,QUATRE
ch,IMP25,5,CINQ
ch,IMP25,6,SIX
ch,IMP25,7,SEPT
ch,IMP25,8,NSP
ch,IMP25,9,NON REPONSE
ch,IMP26,1,OUI
ch,IMP26,2,NON
ch,IMP26,8,NSP
ch,IMP26,9,NON REPONSE
ch,IMP26A,1,UNE
ch,IMP26A,2,DEUX
ch,IMP26A,3,TROIS
ch,IMP26A,4,QUATRE
ch,IMP26A,5,CINQ
ch,IMP26A,6,SIX
ch,IMP26A,7,SEPT
ch,IMP26A,8,NSP
ch,IMP26A,9,NON REPONSE
ch,IMP29,1,OUI
ch,IMP29,2,NON
ch,IMP29,8,NSP
ch,IMP29,9,NON REPONSE
ch,IMP29A,1,UNE
ch,IMP29A,2,DEUX
ch,IMP29A,3,TROIS
ch,IMP29A,4,QUATRE
ch,IMP29A,5,CINQ
ch,IMP29A,6,SIX
ch,IMP29A,7,SEPT
ch,IMP29A,8,NSP
ch,IMP29A,9,NON REPONSE
ch,IPP6BCGD,0,PAS DONNE
ch,IPP6BCGD,44,MARQUE SUR CARTE
ch,IPP6BCGD,66,MERE REPORTEE
ch,IPP6BCGD,99,NON REPONSE
ch,IPP6BCGM,0,PAS DONNE
ch,IPP6BCGM,44,MARQUE SUR CARTE
ch,IPP6BCGM,66,MERE REPORTEE
ch,IPP6BCGM,99,NON REPONSE
ch,IPP6BCGY,0,PAS DONNE
ch,IPP6BCGY,4444,MARQUE SUR CARTE
ch,IPP6BCGY,6666,MERE REPORTEE
ch,IPP6BCGY,9999,NON REPONSE
ch,IPP6VHB0D,0,PAS DONNE
ch,IPP6VHB0D,44,MARQUE SUR CARTE
ch,IPP6VHB0D,66,MERE REPORTEE
ch,IPP6VHB0D,99,NON REPONSE
ch,IPP6VHB0M,0,PAS DONNE
ch,IPP6VHB0M,44,MARQUE SUR CARTE
ch,IPP6VHB0M,66,MERE REPORTEE
ch,IPP6VHB0M,99,NON REPONSE
ch,IPP6VHB0Y,0,PAS DONNE
ch,IPP6VHB0Y,4444,MARQUE SUR CARTE
ch,IPP6VHB0Y,6666,MERE REPORTEE
ch,IPP6VHB0Y,9999,NON REPONSE
ch,IPP6PENTA1D,0,PAS DONNE
ch,IPP6PENTA1D,44,MARQUE SUR CARTE
ch,IPP6PENTA1D,66,MERE REPORTEE
ch,IPP6PENTA1D,99,NON REPONSE
ch,IPP6PENTA1M,0,PAS DONNE
ch,IPP6PENTA1M,44,MARQUE SUR CARTE
ch,IPP6PENTA1M,66,MERE REPORTEE
ch,IPP6PENTA1M,99,NON REPONSE
ch,IPP6PENTA1Y,0,PAS DONNE
ch,IPP6PENTA1Y,4444,MARQUE SUR CARTE
ch,IPP6PENTA1Y,6666,MERE REPORTEE
ch,IPP6PENTA1Y,9999,NON REPONSE
ch,IPP6VPI1D,0,PAS DONNE
ch,IPP6VPI1D,44,MARQUE SUR CARTE
ch,IPP6VPI1D,66,MERE REPORTEE
ch,IPP6VPI1D,99,NON REPONSE
ch,IPP6VPI1M,0,PAS DONNE
ch,IPP6VPI1M,44,MARQUE SUR CARTE
ch,IPP6VPI1M,66,MERE REPORTEE
ch,IPP6VPI1M,99,NON REPONSE
ch,IPP6VPI1Y,0,PAS DONNE
ch,IPP6VPI1Y,4444,MARQUE SUR CARTE
ch,IPP6VPI1Y,6666,MERE REPORTEE
ch,IPP6VPI1Y,9999,NON REPONSE
ch,IPP6HEXA1D,0,PAS DONNE
ch,IPP6HEXA1D,44,MARQUE SUR CARTE
ch,IPP6HEXA1D,66,MERE REPORTEE
ch,IPP6HEXA1D,99,NON REPONSE
ch,IPP6HEXA1M,0,PAS DONNE
ch,IPP6HEXA1M,44,MARQUE SUR CARTE
ch,IPP6HEXA1M,66,MERE REPORTEE
ch,IPP6HEXA1M,99,NON REPONSE
ch,IPP6HEXA1Y,0,PAS DONNE
ch,IPP6HEXA1Y,4444,MARQUE SUR CARTE
ch,IPP6HEXA1Y,6666,MERE REPORTEE
ch,IPP6HEXA1Y,9999,NON REPONSE
ch,IPP6PENTAXIM1D,0,PAS DONNE
ch,IPP6PENTAXIM1D,44,MARQUE SUR CARTE
ch,IPP6PENTAXIM1D,66,MERE REPORTEE
ch,IPP6PENTAXIM1D,99,NON REPONSE
ch,IPP6PENTAXIM1M,0,PAS DONNE
ch,IPP6PENTAXIM1M,44,MARQUE SUR CARTE
ch,IPP6PENTAXIM1M,66,MERE REPORTEE
ch,IPP6PENTAXIM1M,99,NON REPONSE
ch,IPP6PENTAXIM1Y,0,PAS DONNE
ch,IPP6PENTAXIM1Y,4444,MARQUE SUR CARTE
ch,IPP6PENTAXIM1Y,6666,MERE REPORTEE
ch,IPP6PENTAXIM1Y,9999,NON REPONSE
ch,IPP6TETRAXIM1D,0,PAS DONNE
ch,IPP6TETRAXIM1D,44,MARQUE SUR CARTE
ch,IPP6TETRAXIM1D,66,MERE REPORTEE
ch,IPP6TETRAXIM1D,99,NON REPONSE
ch,IPP6TETRAXIM1M,0,PAS DONNE
ch,IPP6TETRAXIM1M,44,MARQUE SUR CARTE
ch,IPP6TETRAXIM1M,66,MERE REPORTEE
ch,IPP6TETRAXIM1M,99,NON REPONSE
ch,IPP6TETRAXIM1Y,0,PAS DONNE
ch,IPP6TETRAXIM1Y,4444,MARQUE SUR CARTE
ch,IPP6TETRAXIM1Y,6666,MERE REPORTEE
ch,IPP6TETRAXIM1Y,9999,NON REPONSE
ch,IPP6HEPB1D,0,PAS DONNE
ch,IPP6HEPB1D,44,MARQUE SUR CARTE
ch,IPP6HEPB1D,66,MERE REPORTEE
ch,IPP6HEPB1D,99,NON REPONSE
ch,IPP6HEPB1M,0,PAS DONNE
ch,IPP6HEPB1M,44,MARQUE SUR CARTE
ch,IPP6HEPB1M,66,MERE REPORTEE
ch,IPP6HEPB1M,99,NON REPONSE
ch,IPP6HEPB1Y,0,PAS DONNE
ch,IPP6HEPB1Y,4444,MARQUE SUR CARTE
ch,IPP6HEPB1Y,6666,MERE REPORTEE
ch,IPP6HEPB1Y,9999,NON REPONSE
ch,IPP6HIB1D,0,PAS DONNE
ch,IPP6HIB1D,44,MARQUE SUR CARTE
ch,IPP6HIB1D,66,MERE REPORTEE
ch,IPP6HIB1D,99,NON REPONSE
ch,IPP6HIB1M,0,PAS DONNE
ch,IPP6HIB1M,44,MARQUE SUR CARTE
ch,IPP6HIB1M,66,MERE REPORTEE
ch,IPP6HIB1M,99,NON REPONSE
ch,IPP6HIB1Y,0,PAS DONNE
ch,IPP6HIB1Y,4444,MARQUE SUR CARTE
ch,IPP6HIB1Y,6666,MERE REPORTEE
ch,IPP6HIB1Y,9999,NON REPONSE
ch,IPP6VPC1D,0,PAS DONNE
ch,IPP6VPC1D,44,MARQUE SUR CARTE
ch,IPP6VPC1D,66,MERE REPORTEE
ch,IPP6VPC1D,99,NON REPONSE
ch,IPP6VPC1M,0,PAS DONNE
ch,IPP6VPC1M,44,MARQUE SUR CARTE
ch,IPP6VPC1M,66,MERE REPORTEE
ch,IPP6VPC1M,99,NON REPONSE
ch,IPP6VPC1Y,0,PAS DONNE
ch,IPP6VPC1Y,4444,MARQUE SUR CARTE
ch,IPP6VPC1Y,6666,MERE REPORTEE
ch,IPP6VPC1Y,9999,NON REPONSE
ch,IPP6PENTA2D,0,PAS DONNE
ch,IPP6PENTA2D,44,MARQUE SUR CARTE
ch,IPP6PENTA2D,66,MERE REPORTEE
ch,IPP6PENTA2D,99,NON REPONSE
ch,IPP6PENTA2M,0,PAS DONNE
ch,IPP6PENTA2M,44,MARQUE SUR CARTE
ch,IPP6PENTA2M,66,MERE REPORTEE
ch,IPP6PENTA2M,99,NON REPONSE
ch,IPP6PENTA2Y,0,PAS DONNE
ch,IPP6PENTA2Y,4444,MARQUE SUR CARTE
ch,IPP6PENTA2Y,6666,MERE REPORTEE
ch,IPP6PENTA2Y,9999,NON REPONSE
ch,IPP6VPI2D,0,PAS DONNE
ch,IPP6VPI2D,44,MARQUE SUR CARTE
ch,IPP6VPI2D,66,MERE REPORTEE
ch,IPP6VPI2D,99,NON REPONSE
ch,IPP6VPI2M,0,PAS DONNE
ch,IPP6VPI2M,44,MARQUE SUR CARTE
ch,IPP6VPI2M,66,MERE REPORTEE
ch,IPP6VPI2M,99,NON REPONSE
ch,IPP6VPI2Y,0,PAS DONNE
ch,IPP6VPI2Y,4444,MARQUE SUR CARTE
ch,IPP6VPI2Y,6666,MERE REPORTEE
ch,IPP6VPI2Y,9999,NON REPONSE
ch,IPP6HEXA2D,0,PAS DONNE
ch,IPP6HEXA2D,44,MARQUE SUR CARTE
ch,IPP6HEXA2D,66,MERE REPORTEE
ch,IPP6HEXA2D,99,NON REPONSE
ch,IPP6HEXA2M,0,PAS DONNE
ch,IPP6HEXA2M,44,MARQUE SUR CARTE
ch,IPP6HEXA2M,66,MERE REPORTEE
ch,IPP6HEXA2M,99,NON REPONSE
ch,IPP6HEXA2Y,0,PAS DONNE
ch,IPP6HEXA2Y,4444,MARQUE SUR CARTE
ch,IPP6HEXA2Y,6666,MERE REPORTEE
ch,IPP6HEXA2Y,9999,NON REPONSE
ch,IPP6PENTAXIM2D,0,PAS DONNE
ch,IPP6PENTAXIM2D,44,MARQUE SUR CARTE
ch,IPP6PENTAXIM2D,66,MERE REPORTEE
ch,IPP6PENTAXIM2D,99,NON REPONSE
ch,IPP6PENTAXIM2M,0,PAS DONNE
ch,IPP6PENTAXIM2M,44,MARQUE SUR CARTE
ch,IPP6PENTAXIM2M,66,MERE REPORTEE
ch,IPP6PENTAXIM2M,99,NON REPONSE
ch,IPP6PENTAXIM2Y,0,PAS DONNE
ch,IPP6PENTAXIM2Y,4444,MARQUE SUR CARTE
ch,IPP6PENTAXIM2Y,6666,MERE REPORTEE
ch,IPP6PENTAXIM2Y,9999,NON REPONSE
ch,IPP6TETRAXIM2D,0,PAS DONNE
ch,IPP6TETRAXIM2D,44,MARQUE SUR CARTE
ch,IPP6TETRAXIM2D,66,MERE REPORTEE
ch,IPP6TETRAXIM2D,99,NON REPONSE
ch,IPP6TETRAXIM2M,0,PAS DONNE
ch,IPP6TETRAXIM2M,44,MARQUE SUR CARTE
ch,IPP6TETRAXIM2M,66,MERE REPORTEE
ch,IPP6TETRAXIM2M,99,NON REPONSE
ch,IPP6TETRAXIM2Y,0,PAS DONNE
ch,IPP6TETRAXIM2Y,4444,MARQUE SUR CARTE
ch,IPP6TETRAXIM2Y,6666,MERE REPORTEE
ch,IPP6TETRAXIM2Y,9999,NON REPONSE
ch,IPP6HEPB2D,0,PAS DONNE
ch,IPP6HEPB2D,44,MARQUE SUR CARTE
ch,IPP6HEPB2D,66,MERE REPORTEE
ch,IPP6HEPB2D,99,NON REPONSE
ch,IPP6HEPB2M,0,PAS DONNE
ch,IPP6HEPB2M,44,MARQUE SUR CARTE
ch,IPP6HEPB2M,66,MERE REPORTEE
ch,IPP6HEPB2M,99,NON REPONSE
ch,IPP6HEPB2Y,0,PAS DONNE
ch,IPP6HEPB2Y,4444,MARQUE SUR CARTE
ch,IPP6HEPB2Y,6666,MERE REPORTEE
ch,IPP6HEPB2Y,9999,NON REPONSE
ch,IPP6HIB2D,0,PAS DONNE
ch,IPP6HIB2D,44,MARQUE SUR CARTE
ch,IPP6HIB2D,66,MERE REPORTEE
ch,IPP6HIB2D,99,NON REPONSE
ch,IPP6HIB2M,0,PAS DONNE
ch,IPP6HIB2M,44,MARQUE SUR CARTE
ch,IPP6HIB2M,66,MERE REPORTEE
ch,IPP6HIB2M,99,NON REPONSE
ch,IPP6HIB2Y,0,PAS DONNE
ch,IPP6HIB2Y,4444,MARQUE SUR CARTE
ch,IPP6HIB2Y,6666,MERE REPORTEE
ch,IPP6HIB2Y,9999,NON REPONSE
ch,IPP6VPC2D,0,PAS DONNE
ch,IPP6VPC2D,44,MARQUE SUR CARTE
ch,IPP6VPC2D,66,MERE REPORTEE
ch,IPP6VPC2D,99,NON REPONSE
ch,IPP6VPC2M,0,PAS DONNE
ch,IPP6VPC2M,44,MARQUE SUR CARTE
ch,IPP6VPC2M,66,MERE REPORTEE
ch,IPP6VPC2M,99,NON REPONSE
ch,IPP6VPC2Y,0,PAS DONNE
ch,IPP6VPC2Y,4444,MARQUE SUR CARTE
ch,IPP6VPC2Y,6666,MERE REPORTEE
ch,IPP6VPC2Y,9999,NON REPONSE
ch,IPP6PENTA3D,0,PAS DONNE
ch,IPP6PENTA3D,44,MARQUE SUR CARTE
ch,IPP6PENTA3D,66,MERE REPORTEE
ch,IPP6PENTA3D,99,NON REPONSE
ch,IPP6PENTA3M,0,PAS DONNE
ch,IPP6PENTA3M,44,MARQUE SUR CARTE
ch,IPP6PENTA3M,66,MERE REPORTEE
ch,IPP6PENTA3M,99,NON REPONSE
ch,IPP6PENTA3Y,0,PAS DONNE
ch,IPP6PENTA3Y,4444,MARQUE SUR CARTE
ch,IPP6PENTA3Y,6666,MERE REPORTEE
ch,IPP6PENTA3Y,9999,NON REPONSE
ch,IPP6VPO1D,0,PAS DONNE
ch,IPP6VPO1D,44,MARQUE SUR CARTE
ch,IPP6VPO1D,66,MERE REPORTEE
ch,IPP6VPO1D,99,NON REPONSE
ch,IPP6VPO1M,0,PAS DONNE
ch,IPP6VPO1M,44,MARQUE SUR CARTE
ch,IPP6VPO1M,66,MERE REPORTEE
ch,IPP6VPO1M,99,NON REPONSE
ch,IPP6VPO1Y,0,PAS DONNE
ch,IPP6VPO1Y,4444,MARQUE SUR CARTE
ch,IPP6VPO1Y,6666,MERE REPORTEE
ch,IPP6VPO1Y,9999,NON REPONSE
ch,IPP6HEXA3D,0,PAS DONNE
ch,IPP6HEXA3D,44,MARQUE SUR CARTE
ch,IPP6HEXA3D,66,MERE REPORTEE
ch,IPP6HEXA3D,99,NON REPONSE
ch,IPP6HEXA3M,0,PAS DONNE
ch,IPP6HEXA3M,44,MARQUE SUR CARTE
ch,IPP6HEXA3M,66,MERE REPORTEE
ch,IPP6HEXA3M,99,NON REPONSE
ch,IPP6HEXA3Y,0,PAS DONNE
ch,IPP6HEXA3Y,4444,MARQUE SUR CARTE
ch,IPP6HEXA3Y,6666,MERE REPORTEE
ch,IPP6HEXA3Y,9999,NON REPONSE
ch,IPP6PENTAXIM3D,0,PAS DONNE
ch,IPP6PENTAXIM3D,44,MARQUE SUR CARTE
ch,IPP6PENTAXIM3D,66,MERE REPORTEE
ch,IPP6PENTAXIM3D,99,NON REPONSE
ch,IPP6PENTAXIM3M,0,PAS DONNE
ch,IPP6PENTAXIM3M,44,MARQUE SUR CARTE
ch,IPP6PENTAXIM3M,66,MERE REPORTEE
ch,IPP6PENTAXIM3M,99,NON REPONSE
ch,IPP6PENTAXIM3Y,0,PAS DONNE
ch,IPP6PENTAXIM3Y,4444,MARQUE SUR CARTE
ch,IPP6PENTAXIM3Y,6666,MERE REPORTEE
ch,IPP6PENTAXIM3Y,9999,NON REPONSE
ch,IPP6TETRAXIM3D,0,PAS DONNE
ch,IPP6TETRAXIM3D,44,MARQUE SUR CARTE
ch,IPP6TETRAXIM3D,66,MERE REPORTEE
ch,IPP6TETRAXIM3D,99,NON REPONSE
ch,IPP6TETRAXIM3M,0,PAS DONNE
ch,IPP6TETRAXIM3M,44,MARQUE SUR CARTE
ch,IPP6TETRAXIM3M,66,MERE REPORTEE
ch,IPP6TETRAXIM3M,99,NON REPONSE
ch,IPP6TETRAXIM3Y,0,PAS DONNE
ch,IPP6TETRAXIM3Y,4444,MARQUE SUR CARTE
ch,IPP6TETRAXIM3Y,6666,MERE REPORTEE
ch,IPP6TETRAXIM3Y,9999,NON REPONSE
ch,IPP6HEPB3D,0,PAS DONNE
ch,IPP6HEPB3D,44,MARQUE SUR CARTE
ch,IPP6HEPB3D,66,MERE REPORTEE
ch,IPP6HEPB3D,99,NON REPONSE
ch,IPP6HEPB3M,0,PAS DONNE
ch,IPP6HEPB3M,44,MARQUE SUR CARTE
ch,IPP6HEPB3M,66,MERE REPORTEE
ch,IPP6HEPB3M,99,NON REPONSE
ch,IPP6HEPB3Y,0,PAS DONNE
ch,IPP6HEPB3Y,4444,MARQUE SUR CARTE
ch,IPP6HEPB3Y,6666,MERE REPORTEE
ch,IPP6HEPB3Y,9999,NON REPONSE
ch,IPP6HIB3D,0,PAS DONNE
ch,IPP6HIB3D,44,MARQUE SUR CARTE
ch,IPP6HIB3D,66,MERE REPORTEE
ch,IPP6HIB3D,99,NON REPONSE
ch,IPP6HIB3M,0,PAS DONNE
ch,IPP6HIB3M,44,MARQUE SUR CARTE
ch,IPP6HIB3M,66,MERE REPORTEE
ch,IPP6HIB3M,99,NON REPONSE
ch,IPP6HIB3Y,0,PAS DONNE
ch,IPP6HIB3Y,4444,MARQUE SUR CARTE
ch,IPP6HIB3Y,6666,MERE REPORTEE
ch,IPP6HIB3Y,9999,NON REPONSE
ch,IPP6VPC3D,0,PAS DONNE
ch,IPP6VPC3D,44,MARQUE SUR CARTE
ch,IPP6VPC3D,66,MERE REPORTEE
ch,IPP6VPC3D,99,NON REPONSE
ch,IPP6VPC3M,0,PAS DONNE
ch,IPP6VPC3M,44,MARQUE SUR CARTE
ch,IPP6VPC3M,66,MERE REPORTEE
ch,IPP6VPC3M,99,NON REPONSE
ch,IPP6VPC3Y,0,PAS DONNE
ch,IPP6VPC3Y,4444,MARQUE SUR CARTE
ch,IPP6VPC3Y,6666,MERE REPORTEE
ch,IPP6VPC3Y,9999,NON REPONSE
ch,IPP6PREVNARSYNFLO4D,0,PAS DONNE
ch,IPP6PREVNARSYNFLO4D,44,MARQUE SUR CARTE
ch,IPP6PREVNARSYNFLO4D,66,MERE REPORTEE
ch,IPP6PREVNARSYNFLO4D,99,NON REPONSE
ch,IPP6PREVNARSYNFLO4M,0,PAS DONNE
ch,IPP6PREVNARSYNFLO4M,44,MARQUE SUR CARTE
ch,IPP6PREVNARSYNFLO4M,66,MERE REPORTEE
ch,IPP6PREVNARSYNFLO4M,99,NON REPONSE
ch,IPP6PREVNARSYNFLO4Y,0,PAS DONNE
ch,IPP6PREVNARSYNFLO4Y,4444,MARQUE SUR CARTE
ch,IPP6PREVNARSYNFLO4Y,6666,MERE REPORTEE
ch,IPP6PREVNARSYNFLO4Y,9999,NON REPONSE
ch,IPP6ROTARIX1D,0,PAS DONNE
ch,IPP6ROTARIX1D,44,MARQUE SUR CARTE
ch,IPP6ROTARIX1D,66,MERE REPORTEE
ch,IPP6ROTARIX1D,99,NON REPONSE
ch,IPP6ROTARIX1M,0,PAS DONNE
ch,IPP6ROTARIX1M,44,MARQUE SUR CARTE
ch,IPP6ROTARIX1M,66,MERE REPORTEE
ch,IPP6ROTARIX1M,99,NON REPONSE
ch,IPP6ROTARIX1Y,0,PAS DONNE
ch,IPP6ROTARIX1Y,4444,MARQUE SUR CARTE
ch,IPP6ROTARIX1Y,6666,MERE REPORTEE
ch,IPP6ROTARIX1Y,9999,NON REPONSE
ch,IPP6ROTARIX2D,0,PAS DONNE
ch,IPP6ROTARIX2D,44,MARQUE SUR CARTE
ch,IPP6ROTARIX2D,66,MERE REPORTEE
ch,IPP6ROTARIX2D,99,NON REPONSE
ch,IPP6ROTARIX2M,0,PAS DONNE
ch,IPP6ROTARIX2M,44,MARQUE SUR CARTE
ch,IPP6ROTARIX2M,66,MERE REPORTEE
ch,IPP6ROTARIX2M,99,NON REPONSE
ch,IPP6ROTARIX2Y,0,PAS DONNE
ch,IPP6ROTARIX2Y,4444,MARQUE SUR CARTE
ch,IPP6ROTARIX2Y,6666,MERE REPORTEE
ch,IPP6ROTARIX2Y,9999,NON REPONSE
ch,IPP6RR1D,0,PAS DONNE
ch,IPP6RR1D,44,MARQUE SUR CARTE
ch,IPP6RR1D,66,MERE REPORTEE
ch,IPP6RR1D,99,NON REPONSE
ch,IPP6RR1M,0,PAS DONNE
ch,IPP6RR1M,44,MARQUE SUR CARTE
ch,IPP6RR1M,66,MERE REPORTEE
ch,IPP6RR1M,99,NON REPONSE
ch,IPP6RR1Y,0,PAS DONNE
ch,IPP6RR1Y,4444,MARQUE SUR CARTE
ch,IPP6RR1Y,6666,MERE REPORTEE
ch,IPP6RR1Y,9999,NON REPONSE
ch,IPP6VHAD,0,PAS DONNE
ch,IPP6VHAD,44,MARQUE SUR CARTE
ch,IPP6VHAD,66,MERE REPORTEE
ch,IPP6VHAD,99,NON REPONSE
ch,IPP6VHAM,0,PAS DONNE
ch,IPP6VHAM,44,MARQUE SUR CARTE
ch,IPP6VHAM,66,MERE REPORTEE
ch,IPP6VHAM,99,NON REPONSE
ch,IPP6VHAY,0,PAS DONNE
ch,IPP6VHAY,4444,MARQUE SUR CARTE
ch,IPP6VHAY,6666,MERE REPORTEE
ch,IPP6VHAY,9999,NON REPONSE
ch,IPP6HAVRIXHEALIV2D,0,PAS DONNE
ch,IPP6HAVRIXHEALIV2D,44,MARQUE SUR CARTE
ch,IPP6HAVRIXHEALIV2D,66,MERE REPORTEE
ch,IPP6HAVRIXHEALIV2D,99,NON REPONSE
ch,IPP6HAVRIXHEALIV2M,0,PAS DONNE
ch,IPP6HAVRIXHEALIV2M,44,MARQUE SUR CARTE
ch,IPP6HAVRIXHEALIV2M,66,MERE REPORTEE
ch,IPP6HAVRIXHEALIV2M,99,NON REPONSE
ch,IPP6HAVRIXHEALIV2Y,0,PAS DONNE
ch,IPP6HAVRIXHEALIV2Y,4444,MARQUE SUR CARTE
ch,IPP6HAVRIXHEALIV2Y,6666,MERE REPORTEE
ch,IPP6HAVRIXHEALIV2Y,9999,NON REPONSE
ch,IPP6RR2D,0,PAS DONNE
ch,IPP6RR2D,44,MARQUE SUR CARTE
ch,IPP6RR2D,66,MERE REPORTEE
ch,IPP6RR2D,99,NON REPONSE
ch,IPP6RR2M,0,PAS DONNE
ch,IPP6RR2M,44,MARQUE SUR CARTE
ch,IPP6RR2M,66,MERE REPORTEE
ch,IPP6RR2M,99,NON REPONSE
ch,IPP6RR2Y,0,PAS DONNE
ch,IPP6RR2Y,4444,MARQUE SUR CARTE
ch,IPP6RR2Y,6666,MERE REPORTEE
ch,IPP6RR2Y,9999,NON REPONSE
ch,IPP6RTETRAPENTAD,0,PAS DONNE
ch,IPP6RTETRAPENTAD,44,MARQUE SUR CARTE
ch,IPP6RTETRAPENTAD,66,MERE REPORTEE
ch,IPP6RTETRAPENTAD,99,NON REPONSE
ch,IPP6RTETRAPENTAM,0,PAS DONNE
ch,IPP6RTETRAPENTAM,44,MARQUE SUR CARTE
ch,IPP6RTETRAPENTAM,66,MERE REPORTEE
ch,IPP6RTETRAPENTAM,99,NON REPONSE
ch,IPP6RTETRAPENTAY,0,PAS DONNE
ch,IPP6RTETRAPENTAY,4444,MARQUE SUR CARTE
ch,IPP6RTETRAPENTAY,6666,MERE REPORTEE
ch,IPP6RTETRAPENTAY,9999,NON REPONSE
ch,IPP6VPORD,0,PAS DONNE
ch,IPP6VPORD,44,MARQUE SUR CARTE
ch,IPP6VPORD,66,MERE REPORTEE
ch,IPP6VPORD,99,NON REPONSE
ch,IPP6VPORM,0,PAS DONNE
ch,IPP6VPORM,44,MARQUE SUR CARTE
ch,IPP6VPORM,66,MERE REPORTEE
ch,IPP6VPORM,99,NON REPONSE
ch,IPP6VPORY,0,PAS DONNE
ch,IPP6VPORY,4444,MARQUE SUR CARTE
ch,IPP6VPORY,6666,MERE REPORTEE
ch,IPP6VPORY,9999,NON REPONSE
ch,IMPP9,1,OUI
ch,IMPP9,2,NON
ch,IMPP9,8,NSP
ch,IMPP9,9,NON REPONSE
ch,IMPP11,1,OUI
ch,IMPP11,2,NON
ch,IMPP11,8,NSP
ch,IMPP11,9,NON REPONSE
ch,IMPP14,1,OUI
ch,IMPP14,2,NON
ch,IMPP14,8,NSP
ch,IMPP14,9,NON REPONSE
ch,IMPP15,1,"OUI, DANS LES 24 HEURES"
ch,IMPP15,2,"OUI, MAIS PAS DANS LES 24 HEURES"
ch,IMPP15,3,non
ch,IMPP15,8,NSP
ch,IMPP15,9,NON REPONSE
ch,IMPP16,1,OUI
ch,IMPP16,2,NON
ch,IMPP16,8,NSP
ch,IMPP16,9,NON REPONSE
ch,IMPP18,1,UNE
ch,IMPP18,2,DEUX
ch,IMPP18,3,TROIS
ch,IMPP18,4,QUATRE
ch,IMPP18,5,CINQ
ch,IMPP18,6,SIX
ch,IMPP18,7,SEPT
ch,IMPP18,8,NSP
ch,IMPP18,9,NON REPONSE
ch,IMPP19,1,OUI
ch,IMPP19,2,NON
ch,IMPP19,8,NSP
ch,IMPP19,9,NON REPONSE
ch,IMPP19A,1,UNE
ch,IMPP19A,2,DEUX
ch,IMPP19A,3,TROIS
ch,IMPP19A,4,QUATRE
ch,IMPP19A,5,CINQ
ch,IMPP19A,6,SIX
ch,IMPP19A,7,SEPT
ch,IMPP19A,8,NSP
ch,IMPP19A,9,NON REPONSE
ch,IMPP20A,1,OUI
ch,IMPP20A,2,NON
ch,IMPP20A,8,NSP
ch,IMPP20A,9,NON REPONSE
ch,IMPP21A,1,UNE
ch,IMPP21A,2,DEUX
ch,IMPP21A,3,TROIS
ch,IMPP21A,4,QUATRE
ch,IMPP21A,5,CINQ
ch,IMPP21A,6,SIX
ch,IMPP21A,7,SEPT
ch,IMPP21A,8,NSP
ch,IMPP21A,9,NON REPONSE
ch,IMPP20B,1,OUI
ch,IMPP20B,2,NON
ch,IMPP20B,8,NSP
ch,IMPP20B,9,NON REPONSE
ch,IMPP21B,1,UNE
ch,IMPP21B,2,DEUX
ch,IMPP21B,3,TROIS
ch,IMPP21B,4,QUATRE
ch,IMPP21B,5,CINQ
ch,IMPP21B,6,SIX
ch,IMPP21B,7,SEPT
ch,IMPP21B,8,NSP
ch,IMPP21B,9,NON REPONSE
ch,IMPP20C,1,OUI
ch,IMPP20C,2,NON
ch,IMPP20C,8,NSP
ch,IMPP20C,9,NON REPONSE
ch,IMPP21C,1,UNE
ch,IMPP21C,2,DEUX
ch,IMPP21C,3,TROIS
ch,IMPP21C,4,QUATRE
ch,IMPP21C,5,CINQ
ch,IMPP21C,6,SIX
ch,IMPP21C,7,SEPT
ch,IMPP21C,8,NSP
ch,IMPP21C,9,NON REPONSE
ch,IMPP20D,1,OUI
ch,IMPP20D,2,NON
ch,IMPP20D,8,NSP
ch,IMPP20D,9,NON REPONSE
ch,IMPP21D,1,UNE
ch,IMPP21D,2,DEUX
ch,IMPP21D,3,TROIS
ch,IMPP21D,4,QUATRE
ch,IMPP21D,5,CINQ
ch,IMPP21D,6,SIX
ch,IMPP21D,7,SEPT
ch,IMPP21D,8,NSP
ch,IMPP21D,9,NON REPONSE
ch,IMPP22,1,OUI
ch,IMPP22,2,NON
ch,IMPP22,8,NSP
ch,IMPP22,9,NON REPONSE
ch,IMPP23,1,UNE
ch,IMPP23,2,DEUX
ch,IMPP23,3,TROIS
ch,IMPP23,4,QUATRE
ch,IMPP23,5,CINQ
ch,IMPP23,6,SIX
ch,IMPP23,7,SEPT
ch,IMPP23,8,NSP
ch,IMPP23,9,NON REPONSE
ch,IMPP24,1,OUI
